name,version,hash
clipman,1.2.0+git20200218.39fd4fe-2,fa9db7cbaf216a243f4ff87509f4aad6
tantan,26-1,17468ba6703ae13d1aefbf58b55f2816
librust-c2-chacha+lazy-static-dev,0.2.2-1+b1,a0272624c0a8c63ff69a2c17b1eb768a
python3-nanostat,1.4.0-3,f8ecec1d67d4e41ff5a27447edb8ddda
fldiff,1.1+0-6,2f93f3fc4a831a49756f8beff58a44fa
watcher-common,7.0.0-1,823fbe2586c9d2107b9c144f73a1e0af
libequinox-device-java,1.1.100+eclipse4.19-1,c2196c2036c633ec1c9d308a35878fb7
libxapian-java-doc,1.4.18-2,ea435e9f04e09ab7ec334618d3954205
ruby-autoparse,0.3.3-3,859450464f0391393a1080927e086944
libboost-contract1.71-dev,1.71.0-7+b2,053ed4ceb15604963854de5154be6d76
cnee,3.19-8,ee8d8f9a7279e47da3c1fd89115cd6bb
postgresql-14-pgl-ddl-deploy,2.1.0-2+b1,a847297dafb0be3b8fdc1f3a291b71de
libapache2-mod-tile,0.6.1-1,dc6ab652cb5abe7dda6f63d6ecec2978
libspf2-dev,1.2.10-7.1,05160043e911ce36bee710b8c3dbce25
dalvik-exchange,10.0.0+r36-2,58300f774901e132c98b0d62e07e6e7d
elpa-bm,201905-2,415b4b996e2bbc127d538b3e800daec0
golang-github-klauspost-compress-dev,1.13.6+ds1-2,fe5b0a87d040380a30cf6bbb2984ac9b
libdeps-perl,0.13-4.1,be671329851701aab24f0bc48fd0ddcd
libperlio-via-symlink-perl,0.05-3.1,a789a9ce73233de002a7c0f948adc8f9
librnd3-cloud,3.1.0-2,364dab63d04c92f316651b26b9b9ed08
librest-client-perl,281-1,3481d384fbf7029333b6c7dce2f0948e
trove-conductor,1:16.0.0-1,85e449fbb9225289b722b029cea3f6dc
libopensm9,3.3.23-2,7c0b5de193332e2521ff3c0c899260bc
science-distributedcomputing,1.14.2,a859d66a42ac14a786e791756d806a88
libqt53dquickscene2d5,5.15.2+dfsg-2,d5ef424b2f2eda02f198844b452b31ad
androguard,3.4.0~a1-1,f103e3708dfdd1934ace52094ed3edcc
libphonon4qt5experimental-dev,4:4.11.1-4,e5731e2c9019a22606e49f6e5d5347fb
ruby-prawn-icon,3.0.0-1.1,b5d1970933741f67151cb71bfb09f55a
ruby-webpack-rails,0.9.11+git-1,42788ec82f38f078daee1efe86f3d17f
secsipidx,1.1.1~git20210601.d388d64-2+b1,826b3ae1e6664cfc041d741eb1fdfb17
libjsch-java,0.1.55-1,11f7ef618a28f7e506290211fe50071a
jel-java,2.1.2-1,d16e7e28a45e4729d5692fde906a9799
libx32go-10-dev-i386-cross,10.3.0-8cross1,5b320274306de5350e7974dbe74b7e1c
libqcow-utils,20201213-1,f43b44785134c3386d87d1d3d0c5cc64
libset-infinite-perl,0.65-1,3c3813c8e3424c4b772b587aea2bf801
librust-thiserror-impl-dev,1.0.20-1,3f468e90e66da3e9f2804d91df52b25a
speedometer,2.8-3,5ce789533761ca016806fc940ce1fc63
libpoe-component-dbiagent-perl,0.26-3.1,66595c901bee0bdf252bdecb331ad985
libuniversal-ref-perl,0.14-4+b4,f9b164ae7bf3543fb511747c7450a447
r-cran-promises,1.2.0.1+dfsg-1,569ba4af5f6ba106bc102a95d8ce7a0d
libtrilinos-stratimikos12,12.18.1-2+b1,7b1e3a3ee56a6aacf021cbce6b24faa6
libghc-pipes-parse-dev,3.0.8-4+b2,ee80b2497e0aafd18547c59c56ee45d2
focuswriter,1.7.6-2,7ab69a35ffe7f917ba823ac489d89f3f
elpa-qml-mode,0.4-4,3fb1580adab3d83287f8affceb110cbe
syslog-ng-mod-extra,3.28.1-4,ae68a566a494b5464517d7429226d2ca
weka-doc,3.6.14-3,92f3d45a5760c51292b395972ba584e6
qt3d-defaultgeometryloader-plugin,5.15.2+dfsg-2,e0e4c21f797fd6605610ec2ff3486633
golang-github-masterzen-simplexml-dev,0.0~git20190410.31eea30-1,de11d194c5616d82d4d62493e25c6207
screengrab,2.1.0-1,9638e6845cfd682cfc737dbd6e56fd7e
libghc-sbv-prof,8.7-1+b1,c475096d76b3f34a0aa47a42e8efa7be
jo,1.4-1,0fa7ac7f47fa8e040b87ee8216b0044b
chntpw,1.0-1.1,603f5dc4eb0bfb2285e3df944384aab9
octave-data-smoothing,1.3.0-8,51501ed72cc7ed7dadf1dc8fa3b6250c
fcitx-table-jyutping,0.3.8-3,f22663cc610eab1e935d66c11ee5ec9c
golang-github-reviewdog-errorformat-dev,0.0~git20210809.cda7203-2,ca88b861bac523516f5def444b1d9fec
pympress-doc,1.6.1-2,32275bad1cecbe25fc43d668374e63bf
rapidjson-doc,1.1.0+dfsg2-7,9794ef76feb1b6358a82aa4ec7269dcd
libplack-middleware-fixmissingbodyinredirect-perl,0.11-1.1,7b901478b0b35cdf9221f242b32fa07f
octave-ncarray,1.0.4-3,1cdd68c423be3f9a6689d89273b36102
libgm2-11-dev-sparc64-cross,11.2.0-9cross1,6768d8b206fa6110f8e46a56e973ecb4
libnet-whois-parser-perl,0.08-1.1,e5d5eaa25ed29da15b419bbcb13bd532
libshibresolver3,3.1.0-3+b1,37e3d8289384e82de294f0993a790921
dnsviz,0.9.3-1,9d1753e66da81ea46f0be7d828cd1fe9
libghc-mmap-dev,0.5.9-8+b1,dc3cb252b9821d9cfbc04cf86c8d6604
libgslcblas0,2.7.1+dfsg-3,b72df7452def3c7550b4d1da972835b8
libghc-socks-doc,0.6.1-1,460c2919c1ad4d5edf0e3b6234d9db17
ghex,3.41.1-1,dbca3a48797f6f21442dd97c08913839
libee-dev,0.4.1-2+b1,b077b50029896cf67c120ec264c9e86d
ruby-delayed-job-active-record,4.1.6-3,fbab82cffe2e7668ced8ee6cbfc3d13f
node-ordered-read-streams,1.0.1-5,34fa5347186708b75cbd3e735c1ff665
libghc-tasty-lua-prof,0.2.2-2+b1,2dfb9c59be46ea41cc0959b7a50b405c
ruby-protocol-http1,0.14.2-1,11d8b4cf38f4461a506578e18a30730b
phamm-ldap-vacation,0.6.8-1,d876e11c0b5edb38a71995cb201b846c
apertium-arg-cat,0.2.0-2,b467d16bb8f0001f6bcf5a65ef8b4c89
libmrml1c2a,0.1.14+ds-1,11ccf1d0b66a5de9da5e0d11e8489337
libghc-boolean-dev,0.2.4-4+b1,6f7c2f2d323b2a78ee22d81f932d0112
python3-ubuntutools,0.187,8715d31a9c04fed9aed740eaafec236d
node-delegates,1.0.0-3,ca438b430f27fd0d20c45a34c33ca2ec
libptscotch-6.1,6.1.3-1,5a8bc572dc75093791769c03643e5525
libmail-transport-perl,3.005-1,b2ffee473c7792d0cb231f0a0645fb8b
gcc-9-plugin-dev-mips-linux-gnu,9.3.0-8cross1,f5ca07a65110c59282507b9296ea9f25
libngraph0,6.09.05-1,117a7d18c681e85067896296e553eb0d
tdb-tools,1.4.5-2,839d182a68631065db789c9af762cebf
libclass-loader-dev,0.5.0-5+b2,5ad261a76aaa16fcd993098a3249edfd
ruby-webrobots,0.1.2-1,fee55a3e49256aa297ae57f31cae8219
libxkbcommon0,1.3.1-1,104c08ed82de1d12a0313847414ec1dd
task-danish,3.68,d16f52c9da6cb4cdb064354a9b88895c
libmeep-openmpi23,1.17.1-2+b1,ee3cf1c5527f07380e390b67c6e62ee4
elpa-seq,2.23-1,9a52e1acaaab08550a553a6db0744efa
elpa-acl2,8.4dfsg-2,2b8b7ac2978fae90ebf6083c14250d9e
libscim8v5,1.4.18-2.2+b1,7f22b86cddbb23f00105db2db62d044b
golang-github-prometheus-procfs-dev,0.7.3-1,f80bac9351920ae5c4a08a67a31ea2ed
php-zip,2:8.1+91,befb0fb179842a8ae1e812c4ab047bd6
iipimage-doc,1.1-3,9fef9a75a5d2bc8899ac22ed78466724
libfoonathan-memory-doc,0.7.1-4,cca01af9226c87b6dd0da1a4566d489f
libkf5akonadisearchdebug5,4:21.08.1-1+b1,6c372c19601b2fc7255f7df99e9dad13
profnet-prof,1.0.22-7,7d59d729f322d421a143b13d23d70e0c
liboglappth2,1.0.0-2+b2,11e58c89246880a8bf594656d5500c77
python3-mutagen,1.45.1-2,1b0f130c0f422fa3e887b93d4d3668f8
manpages-sv,4.12.1-3,52b5349302c7465331cb395050873bba
libblis-serial-dev,0.8.1-2,ea94c4808e81dbcf8e4e5d2a612d2767
fadecut,0.2.1-1.1,8844db33aa63c506ce806213d1c2b58c
sdaps,1.9.8-0.1+b1,ac68b460ff44d23f38270ae9fd8bfa50
amule,1:2.3.3-2,bb727884d1786e02940a030f11a7c6a6
python3-tinycss,0.4-3+b5,2c866c60b9cefb447c55b198b5b03e67
libguac-client-vnc0,1.3.0-1+b1,59f3b3eef257bfecd1ed24b057eb6825
elpa-helpful,0.18-3,92f97bbace61edb9c697829bd73431bf
lastpass-cli,1.3.3-4,1a502daac21efede3bf725c20e330d86
libxlsxwriter-dev,1.1.4-2,decd5051f25429bc49a47e91a4498102
openresolv,3.12.0-2,feb8d7b4df9e181fc2339df296bf63bd
sharutils-doc,1:4.15.2-5,ba03a9f134e7a7a53b04e007b2ffca81
open-invaders,0.3-7,75c0d9157160f1e474b105e695b0112b
xfce4-power-manager,4.16.0-1,8020e91c41a28925e47ff13aed72e70e
libdist-zilla-plugin-config-git-perl,0.92-1.1,6d654e1a82ba19053aa75f46873879a5
jsmath,3.6e-2.1,e0bfd4f4a473710dd5566d2e30943482
libghc-from-sum-dev,0.2.3.0-1+b1,4a7062424e4081ef8461e6080fd5d1fd
bart,0.7.00-2,6d17126d42be698852f5934c105a3ada
libghc-stm-chans-dev,3.0.0.4-9+b1,8f7785bfc981b211d77f004f652fa91b
eb-doc,4.4.3-13,65030ae2ba66d5ed5cc2c3e524982acc
libdieharder-dev,3.31.1.2-1+b1,98c3b49df7d2390d0dab33fcc1c0b661
libxml-rpc-fast-perl,0.8-1,7c468cd8e8a666e93f19b36d407f0422
topcat,4.8.2-2,3ae7a10a05665419add70954c71d7ea8
tuxguitar-alsa,1.2-25+b1,65fd725284b82da37ff9366a2fd3b918
astro-radioastronomy,3.0,030e0014ed0967603081fa7882329571
rssguard,4.0.4+dfsg-1,e4b04ad25b694a514aaf3bbcdfc2a86a
ruby-gpgme,2.0.19-3+b4,0d2091e1e0a4691244ef6265d690d668
zabbix-proxy-sqlite3,1:5.0.17+dfsg-1,ebccf528a76e52304397f84176ec1dd0
octave-linear-algebra,2.2.3-3,def5677556ca1547a414d7ecd920ab75
python2-minimal,2.7.18-3,0f89900e179e909d653ffd7d80f09a77
golang-github-glycerine-go-unsnap-stream-dev,0.0~git20210130.47dfef3-1,3d9f51e4ca736428ee97074dd9457a0e
libghc-objectname-prof,1.1.0.1-6+b1,894b24b62c36f6a17f59760984b37c6b
cpu-x,4.2.0-1,aff0aa0b79093fe8ce850ab558d0c934
elpa-crdt,0.0~20210526-2,e38684dc71f7ef52da44597dba3338e0
ruby-base32,0.3.2-4,7755359a1696b823dfb5e34889c46fac
python3-pyorick,1.4-3,bb5a6f2fd7afc9576468fd2e9e4e9df6
parasail,2.4.3+dfsg-2,813c3cfd9a966247197cc15a4859d6f8
asterisk-core-sounds-it-wav,1.6.1-1,360065b1a67896e915571a5cfe0816c9
manpages-nb,4.12.1-3,c884a063d18390bbcd2808d2fa9f7a99
krename,5.0.1-1+b1,e4e986bc186eb03e10b91f3fc53398f9
cinnamon,5.0.6-1,31320f80ba2a51373cb4993f3c9bef8a
libstatgen-doc,1.0.15-4,f456cd4780318bf6e6e9d53693e2a3b9
libpacketdump3,3.0.22-0.1,23b6b583aa2375f8ff86c893475dd45f
python-wtforms-doc,2.2.1-2,0f484ad680c5c2b01ab5141f4355438d
libgnat-9-alpha-cross,9.4.0-1cross1,076055a898ceff503a7ef4e2501bbd93
ruby-pygments.rb,1.2.1-2,7df6b746e15fe7c544f1c45008225a83
gir1.2-peas-1.0,1.30.0-4,adf3318e0dae1fac070926890f1dfadb
mmdebstrap,0.8.3-1,7c0f1ad96d7770113e4dbca85c78d8e3
icingaweb2-module-director,1.8.1-2,4fd0a5b8cd2f427a838ff56d43d9f458
libinput-dev,1.19.2-1,de06d0f70052cada10f7d2b95caa8bd3
liblrdf0-dev,0.6.1-2,594a569566f677ac6bdf59c0104edb74
libjs-queue-async,1.0.7-2,c90325b0204194ccc11afb1915796bf9
libzeep5.1,5.1.4-1,01a3afb6dd288978fe21d5bcd5e6ffce
libtermkey1,0.22-1,77c7ba05920fb45542d2502055fbbca9
qtfeedback5-examples,5.0~git20180903.a14bd0b-2,f8c037f473b716c75961b74b1d88f8a5
libenca0,1.19-1+b1,9a65b60673c9585c0a45dc96f7cd113d
xpuzzles,7.7.1-1.1,e820343551f864246c29e8cee4ec8126
xfonts-cronyx-misc,2.3.8-11,8a5b89e0089f57970805ae20e241aa05
libmrpt-poses2.4,1:2.4.1+ds-1,0b36d0995d83372c713e0b2bbbdbe4e0
libolap4j-java-doc,1.2.0-2,672f0f9935c912c36782fdf1c7b280b3
libeasyconf-java-doc,0.9.5-6,84e3662c7c01f6fd17bb55ccd2b517ee
shishi,1.0.2-11,baeda20a512555609fc6325c799919b0
elpa-exec-path-from-shell,1.12-2,d8c6d80be6058f108a4f35df945870a0
libghc-cpu-dev,0.1.2-10+b1,029f74205dc290030d2bbf94a72c0e34
python3-serial-asyncio,0.5-2,cbc04e90d7731d9cf4b7aedd9b303fef
librust-rust-ini-dev,0.17.0-2,772a6db1476bcaeac72c5735fbd30337
libnamespace-autoclean-perl,0.29-1,a3dd5e53f9866e062d9b1fd908aef303
gnutls-bin,3.7.2-5,6e3082487e3fc926d62b57277a547434
ruby-gon,6.4.0-2,88757727d7f5f500d9a45a7484d24c52
r-cran-zip,2.2.0-2,8cfe97a1d2d2ad114e8c1fd9c2677e0b
maradns-deadwood,2.0.13-1.4+b2,51ed7bbca1574fc496e50f30062a5566
python3-bitstring,3.1.7-2,ccd85166bda9f52c0450e1453ecc77ae
snooze,0.5-1,4823420695b1907b4c7bd4a166855405
gdc-11-sh4-linux-gnu,11.2.0-9cross1,4f8cb5b29836f10b6288312095513117
python3-pycoast,1.5.0+dfsg-2,58614b49bcb1ada9e5158326e56e2af7
alsa-ucm-conf,1.2.5.1-1,e0880464764290e92ea6329d5443d4ce
thunderbird-l10n-hu,1:91.4.1-1,5c1d2be76551f65f9393c1aaa91efc64
golang-1.18,1.18~beta1-1,ecc2f6831facaf92f724ab5a15eb3e1e
python3-ufo-extractor,0.4.1-1,ddab4a12f1afa7c76808d95d5c55e6cb
postgresql-14-postgis-3,3.2.0+dfsg-1,180e9469e86ccb38aaa2aacc78244105
libcrypt-dsa-perl,1.17-4,da8b160c3a1e328b0078ffe849a4f797
gir1.2-mbim-1.0,1.26.2-1,4c0adece5f40c3b0b3a1967c6830d5d4
libdist-zilla-plugin-githubmeta-perl,0.58-1,7506fd453c0aae7b0abe1bd1edac0c5f
librust-libsqlite3-sys+min-sqlite-version-3-6-23-dev,0.15.0-2,3351f0da08e9b621432dd429c9aab976
elpa-xelb,0.18-2,7f9d3490d415699a61deb640f58c5195
gtamsanalyzer.app,0.42-8,b870fabc3b1e5efc3852bf71ead31836
librust-ipnetwork-dev,0.17.0-1,382f270c876795244b01b908e8875461
libnextcloudsync0,3.3.5-1,290f4d50d41154061b446b148e9010e6
libstring-template-maven-plugin-java,1.1-1.1,5ee0632d9feb8b4a95dba51b537fdf1f
ltrace,0.7.3-6.1,efa43baaa6e89ae362a4d46ee536bc5b
libghc-harp-prof,0.4.3.4-1+b1,19c73ec337bfb0352b2368cb1c97da76
kasumi,2.5-10,6359c0132960b19179c963b7ed54c512
libdbix-fulltextsearch-perl,0.73-12,5d9f77a54988a701b92f1fadd97ae7e5
librust-hex-literal-dev,0.2.1-2,99a4e400d869055fc78f4dd519f749de
golang-github-audriusbutkevicius-pfilter-dev,0.0.5-1,0a30fb00693b8b73156ed3fef2bb375c
sat-xmpp-jp,0.8.0~hg3453.864485605d12-3,0a3616876e194b43cdc1f7e0050a8dd5
libploticus0-dev,2.42-4.2,421564258ed2f715f4522ad9f14f0d4f
gobjc++-11-powerpc64-linux-gnu,11.2.0-9cross1,512677eaebf8dc483fbab5273db512d6
libspfft-dev,1.0.5-1,9b23e28f0caaaf37a3a86a7452dca18d
golang-github-mitchellh-go-fs-dev,0.0~git20180402.b7b9ca4-1,ed720ae08ce7350bb4c0e909eb65c0a2
designate-mdns,1:13.0.0-3,8687d221457b16c5d616e0b4b40c7791
vnlog,1.32-1,418594f63f0f573a7a7868f8c1c0ee24
elpa-ghub+,0.3-6,80e726ed075abad4d155493ce3eccda5
libsbt-serialization-java,0.1.2+repack-1,eba90a21aff2df173510276cf4d86879
r-cran-rle,0.9.2-2,104ef17b6eba3bc8dd159f07b105fba1
libboost-timer1.71.0,1.71.0-7+b2,b3917e4285b914da733ebe417933ab7d
ranger,1.9.3-3,bdf577a3f372758dc58eebb454c3581c
php8.1-yaml,2.2.2+2.1.0+2.0.4+1.3.2-5,3e56487a596dd7dec351a9dd11b82ec1
dict-freedict-ces-eng,2021.01.05-4,10997038a3f01a7ff02601ac8d64e26a
golang-go.uber-multierr-dev,1.1.0-1.1,9b0f4fd51141d56467d386b9b3171461
golang-github-manifoldco-promptui-dev,0.8.0-2,578975ada19b3ecde3b31b54d6cc3e16
libbookkeeper-java,4.4.0-1,9591f3bba3a8306842965f793cacb8d5
librust-gstreamer-base-sys-dev,0.17.0-1,18b038945e312d14fb66e83ee156e0b0
xblast-tnt-musics,20050106-3.1,622bdd1f39ce95bd5cf072f40d3eecb4
libdevel-strictmode-perl,0.003-1.1,e6125d48502287aec6897b593a5bc1e0
libmapcache1,1.10.0-2+b3,78d406257fc815e953c689a1af96658a
libxml-java,1.1.7-1,5055223c3ec7107c365d60ec6c5cdc21
libsparkline-php,0.2-7,8c3db5e97163291d4173f2e1c6ede461
golang-rsc-binaryregexp-dev,0.2.0-2,505c99e8cfe42503ca5d83bb2e0fb96f
enscribe,0.1.0-3,daa31d4c4d3a9ee7341d34a2b7a13c83
libjson-xs-perl,4.030-1+b1,c4a3faf54fcced57d7fc6894310e1852
re,0.1-7+b1,0c732cca956cb83e8db99bbef25970ef
python3-configobj,5.0.6-5,c2e4d18dd7f79527b89a0fd9f1c8c5af
cernlib-extras,20061220+dfsg3-4.4,903daa99214f895d1b78884b4144dbce
sonic-visualiser,4.4-3+b1,ea47c3c8c920e47bd22aefbaf15d8709
nextgen-yum4,4.5.2-6,f897c2bf34fc2f435e3e6d38d9ae3a01
r-cran-mlmetrics,1.1.1-3,2c3448093e55eb34416a87225f777d0f
djvuserve,3.5.28-2,644663fee648276ddad9f3c96a8d2031
select-xface,0.15-12,2c4c60224a299cfc4823f2988e889c79
libjs-rx,4.1.0+dfsg1-2,a83909107c73c57109cc3e63c4f83423
mp3report,1.0.3-1,32e5d4e63166903d0fa7cf2bd2cd2216
libzipios++0v5,0.1.5.9+cvs.2007.04.28-11,ccf62cfe426ac4faf361a69a1aff6e11
libqrupdate1,1.1.2-4,f514bf6bc984e54017168cf249896e06
asterisk-dev,1:16.16.1~dfsg-4,14ef065287bc5a0f1f9a0577a17b966b
libukui-menu2,1.1.4-1+b2,3242f833c08e89082d7f3c1e8e05d66b
libwebp6,0.6.1-2.1,5a6253d2ba9fad76b1128abefec613fd
golang-github-kimor79-gollectd-dev,1.0.0-6,4d04b6d1b83d7a9cc890e9072291dc2d
python3-sqlalchemy-i18n,1.1.0-1,c998f362ebe587c988b94cc2b0ec96d1
librust-lalrpop-dev,0.17.2-8,da36b9b4c7e657d0f52eabf0c8ed74ca
python3-tldp,0.7.13-1,8bacf1c2f5a45b055d6eb5b6d9134bdf
python-sorl-thumbnail-doc,12.7.0-1,5ce2f6998b5c804015e3725b4150b911
libshiro-java,1.3.2-5,56d55f333161bc5ec96cad4ea9943a3a
python3-unidecode,1.3.2-1,67ca3ab650bd83e16c15d1c14e5cf636
libapache2-mod-auth-openid,0.8-6,b060b2cb1f2413d90db10f0132eb2e1a
lib32gphobos-9-dev-amd64-cross,9.4.0-1cross1,06fd84da44df7dee687b1418787c6e04
golang-github-calmh-randomart-dev,1.1.0-2,036478997d614126947a555babaa4ce1
r-cran-rsqlite,2.2.9-1,b1543c2fe96bdb946501a3fabdede32a
libtheora-dev,1.1.1+dfsg.1-15,807591bc108d20fb83b1b42ab35174c6
libghc-rio-orphans-prof,0.1.1.0-2+b3,e4ac4a815fdaee32841a6b671a176b85
r-cran-rsclient,0.7-6-1,5d057bb2a9f20b37e83b60f59f98e6d0
libacexml-dev,7.0.3+dfsg-2,a5577185142e46d36293ff5087ec8094
gimp-help-fr,2.10.0-1,d765427f99e64ed2c25c6c75e6d5f15f
libghc-gsasl-prof,0.3.7-1+b1,599e6b205775f15fda495e37a6937fd1
libodc-0d,1.4.4-1,61517270e054815f12f7ec75e7b36b1a
ruby-rollout,2.5.0-1,fed88834012de1b4cefcf450f8866f9a
starlink-table-java,4.0.4-2,c13dbec65e6b2a1c5ea153211fcc13c6
dh-ros,0.3.0,ca8dbdd1b06e30a78f3eb5d153b2cb70
libogg-ocaml-dev,0.7.0-1,022ed9933fbe2b4e633b683ace57d5be
libcapstone-dev,4.0.2-5,4c9572d59eab7efd1f5441de33e98790
libxml-validate-perl,1.025-3,07115a57fe7ec8aaea2bae88c9d27a6e
nagvis-demos,1:1.9.29-1,e0fab40ba941d6028ebbedd95efe74e3
libuim8,1:1.8.8-9,62b779f79d7f4162fdc79a84453e81ae
librust-hyphenation+pocket-resources-dev,0.7.1-1+b1,c2d46456db06c06ebce011a140945ebc
yotta,0.20.5-4,9fd5ce6f0c2a3e531d29aba629f4fc17
python3-libnatpmp,20150609-7.1,2878f48dab058f7e2e8ac98dc7cdff32
libdevel-dprof-perl,20110802.00-3+b8,cba0b0f3343385fae0ea8bdfc52d56b1
golang-github-lestrrat-go-pdebug-dev,0.0~git20180220.0.569c974-3,f3cd579942f813cf8e0634362c7eebfb
php-oscarotero-gettext,4.8.2-6,419fc4a406af551608dc3a51b2001923
libirrlicht-doc,1.8.5+ds-2,b414a67892d188ef20a0c10f4be97344
elpa-tabbar,2.2-4,705be62f761ddcc9867681d585b2667d
scim,1.4.18-2.2+b1,3f4d3706d1d1e2eaef80cc1cfbec4811
node-ipaddr.js,2.0.1~dfsg-2,07158a813498ec4116dc7acc5dd0b8a4
libghc-static-hash-dev,0.0.1-14+b1,afa4e3d2ad95633da29a9285396243cd
python3-udatetime,0.0.16-4+b2,4e2265e709e0518adfa722256a90a2b4
gnome-shell-extension-volume-mixer,41.1+dfsg-1,11aa3cb7d721e388b8f7ba2867c28a40
libfido2-doc,1.9.0-1,9a535a1ec67c20bd4b4d325ff3f4d613
libghc-ghc-mtl-dev,1.2.1.0-10+b3,ae436cb796716bec14bd1f19595aad81
libgm2-9-dev-m68k-cross,9.4.0-1cross1,2e818c910a811db1c128614ba01c5ef1
libfstrcmp0-dbg,0.7.D001-2,0779d3beb6ac9ffe3391b9ea90fbd4db
node-d3-ease,1.0.5-3,bfe34a969d3b0091021fb18c9454d5d7
gtkterm,1.1.1-1,d29ed2979d6c94e064e4df3d8a99d9fb
golang-github-cznic-zappy-dev,0.0~git20160305.0.4f5e6ef-3,084a0f13650779b8b30646fde8b0700d
vanguards,0.3.1-2.1,a303483980d8ac01b42d9e28dfc4af2b
python3-requests-unixsocket,0.2.0-2,dca0d9d7d41092f01060794bcc36289c
libghc-relational-query-hdbc-dev,0.7.2.0-2+b2,a7a3ea73c369ae8a2e8095774420cad7
php7.4-igbinary,3.2.6+2.0.8-3,3aec2e80c6e7b6539806b16ad83cdd29
dict-freedict-fra-rus,2020.12.28-1.1,66d72ed0fe26b8088eb16290d553c2c4
libacpi0,0.2-7,d9ac7eaae166c3c3d57ffa34dcd0f96b
libgtk3-imageview-perl,10-1,59f4ae889641819fe731180d103c636b
input-pad,1.0.99.20210817-2,7f0ca0107d5aef69cf23b4b7d6083e23
fonts-lohit-orya,2.91.2-2,56e531cc36e8e7b0f765df6f3ff3ef8e
xringd,1.20-27+b1,6b92f97a154aaaf50a05d590e3fd3d39
qml-module-qmltermwidget,1.1.1+git20200723-2.1,87e6f31cca6ffeb9314a579fbb6af50f
librust-semver-0.9+ci-dev,0.9.0-3,6341e795111d09ea35704c8feb6dc761
kannel-extras,1.4.5-10,6b9f836bd7299f6c72d2a0bed009b4c7
libglib-object-introspection-perl,0.049-1+b2,59475eb45f210d3240c800ffd40df5cf
scrcpy,1.21-1,325f48306cbacc3ff84c9960ddcbd7b6
libgfortran-9-dev-sparc64-cross,9.4.0-1cross1,76c9a6ebb3541b3541308430b30c646c
rdfind,1.5.0-1.1,143350fc567daa0e3e9fe98d7e422f36
gcin,2.9.0+dfsg1-2,9d9f281d0a089e037ce97277598f9fb6
labrea,2.5-stable-3.1,b4b5333f4dc871c885a2d03fc4687379
python3-fava,1.20.1-1,fd037c593acb9c33f0ba4acd61e81c54
ruby-systemu,2.6.5-1.1,0a79102c3916af9244676ab9c728d5e5
libcommons-configuration-java,1.10-5,b76e003a98548e6508c692e1b872420a
r-cran-tfisher,0.2.0-3,c4ebe5eab86bad51f158aaee053ae9c8
python3-drslib,0.3.1.p3-2,230e02a25b95df2d67249d966638bb21
linux-libc-dev-alpha-cross,5.15.5-1cross1,431fa9b153e65b5d4fc39143e0a56c87
libyang2-dev,2.0.112-6,5730f9c7c7effe54824559ee3bfe1d3b
libaudclient-dev,3.5~rc2-1+b1,c386f840dda8cd82d4be5255edd04eed
python3-luma.core,2.3.2-2,1e6790972ec08b6e227192a7dae81b23
r-bioc-go.db,3.14.0-1,85724db9453e80c9421ee4e176e4873b
libghc-hsemail-doc,2.2.0-1,9ab6c472efb8cace5cd9dfae5dbc5521
ruby-treetop,1.6.8-1,01361644859484c009ce63b7bce372d9
libukui-marcogeneralclient-dev,1.0.1-2,3e05d1d06b26a94db4be21a177804acd
libdbus-c++-dbg,0.9.0-8.2,ef510862711eebed080eb1c6da3a0ec9
ruby-rails-assets-underscore,1.8.3+dfsg-4,4c5e68b7ee900a357ffcf3c0dd1eb327
sdlbasic,0.0.20070714-7,e18f490a9ca5c9c7890fbcd645df0652
node-pseudomap,1.0.2-2,e954d1e3ed78ebabcc0b6d743b88ad7f
tss2,1045-1.2,ed2142f8852d94a58cd8f4b39cdbde26
libodb-boost-dev,2.4.0-1+b3,84ad0c2dea45d765d7a9934d96e0e29f
node-path-is-absolute,2.0.0-2,3f95b143f5f92d9abaeee90033ae9653
corosync-notifyd,3.1.6-1,133215b6d6ae2eab459b36a2a52b44e4
libchafa-dev,1.8.0-1,2a64d1ef2f28a00b3d47ff3d1db817e6
libphobos2-ldc-shared98,1:1.28.0-2,bb483880905e1e8d504be78ae7381808
libcdt5,2.42.2-5+b1,38295ce37b1690537de6285710e871ee
libshishi0,1.0.2-11,25e077d89a9debbd720bd6dca6953f01
liblog-contextual-perl,0.008001-1,0c3bbe25dac9b7654f9e7b37e399274f
drumgizmo,0.9.19-1,06317b3afd3476e169e5af1c03bf8df5
gkrellm-tz,0.8-2+b1,dba26dfa4c5a6055c5d701349e97a35a
libmythes-dev,2:1.2.4-4,5ea952777fbe68562c766853d6357631
credential-sheets,0.0.3-4,33022438a95606d62efa58ed4b73a800
xmms2-scrobbler,0.4.0-4+b1,317bea5f147c35158787fb614a02d2e9
libxsettings-dev,0.11-6,d42842b7aaa4d14fdd7546dbb1083b03
gambas3-ide,3.16.3-2,a4ea8cea72445ac25a410f638291b0d7
liblist-someutils-perl,0.58-1,43055eb59301f74ae31a4d65cf436258
libvirt-glib-1.0-0,4.0.0-2,b6a29a570426120ab3864e6c8da5921c
lazarus-ide-gtk2,2.0.12+dfsg-6,694420481918c9a0dda8c35a9d637c41
libmirage-crypto-ocaml,0.10.5-4,9fd8edc558a70d53573ff94de1ef5537
